UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
4197,M19056,M,302.5,311,1563,35.6,190,0,No Failure
4198,L51377,L,302.4,311,1573,36.5,193,0,No Failure
4199,M19058,M,302.4,311.1,1432,44.5,195,0,No Failure
4200,M19059,M,302.5,311.1,1638,32,198,0,No Failure
4201,L51380,L,302.5,311.1,1571,34.2,201,0,No Failure
4202,L51381,L,302.4,311,2211,15.4,203,0,No Failure
4203,L51382,L,302.4,311,1555,40.6,205,0,No Failure
4204,M19063,M,302.3,310.9,1558,31.9,207,0,No Failure
4205,M19064,M,302.3,310.9,1523,43.2,210,0,No Failure
4206,L51385,L,302.3,310.8,1723,26.3,213,0,No Failure
4207,M19066,M,302.3,310.8,1721,28.4,215,0,No Failure
4208,M19067,M,302.3,310.9,1710,30.4,218,1,Tool Wear Failure
4209,M19068,M,302.3,310.9,1627,32.3,0,0,No Failure
4210,M19069,M,302.2,310.8,1422,47,3,0,No Failure
4211,L51390,L,302.1,310.8,1565,35.3,6,0,No Failure
4212,L51391,L,302.1,310.7,1314,52.8,8,1,Heat Dissipation Failure
4213,M19072,M,302,310.6,1392,60.5,10,0,No Failure
4214,L51393,L,302.1,310.7,1465,40.7,13,0,No Failure
4215,L51394,L,301.9,310.6,1573,36.6,15,0,No Failure
4216,M19075,M,302,310.7,2157,17.8,17,0,No Failure
4217,L51396,L,301.9,310.7,1370,50.3,20,0,No Failure
4218,L51397,L,301.9,310.6,1462,38.8,22,0,No Failure
4219,M19078,M,302,310.6,1479,40.5,24,0,No Failure
4220,L51399,L,301.9,310.7,1717,26.8,27,0,No Failure
4221,M19080,M,301.9,310.6,1260,65.9,29,0,No Failure
4222,L51401,L,301.9,310.6,1467,39.3,32,0,No Failure
4223,M19082,M,302,310.6,1535,38.6,34,0,No Failure
4224,L51403,L,302,310.7,1657,31.9,37,0,No Failure
4225,L51404,L,302,310.7,1698,28.1,39,0,No Failure
4226,L51405,L,302.1,310.7,1359,49.3,41,1,Heat Dissipation Failure
4227,L51406,L,302.1,310.8,1596,37.1,43,0,No Failure
4228,L51407,L,302.2,310.8,1383,46.9,45,0,No Failure
4229,L51408,L,302.2,310.8,2203,16.6,47,0,No Failure
4230,M19089,M,302.2,310.8,1408,46.8,49,0,No Failure
4231,L51410,L,302.2,310.8,1673,32.9,52,0,No Failure
4232,L51411,L,302.2,310.8,1340,47.8,54,0,No Failure
4233,L51412,L,302.2,310.9,1452,42.3,56,0,No Failure
4234,M19093,M,302.2,310.9,1302,53.4,58,0,No Failure
4235,H33648,H,302.2,310.9,1522,35.9,61,0,No Failure
4236,L51415,L,302.2,310.8,1438,41.4,66,0,No Failure
4237,L51416,L,302.2,310.9,1604,40.5,68,0,No Failure
4238,L51417,L,302.2,311,1832,23.2,70,0,No Failure
4239,M19098,M,302.3,311,1521,34.8,72,0,No Failure
4240,L51419,L,302.3,311,1446,37.6,75,0,No Failure
4241,L51420,L,302.4,311.1,1905,20.9,77,0,No Failure
4242,L51421,L,302.4,311,1475,47.9,79,0,No Failure
4243,L51422,L,302.4,311,1462,48.5,81,0,No Failure
4244,M19103,M,302.4,310.9,1435,42.3,83,0,No Failure
4245,L51424,L,302.4,310.9,1469,39.6,86,0,No Failure
4246,M19105,M,302.6,311.1,1520,43,88,0,No Failure
4247,L51426,L,302.6,311,1537,35.5,91,0,No Failure
4248,L51427,L,302.6,311,1369,60,93,1,Heat Dissipation Failure
4249,L51428,L,302.6,311,1506,37.2,95,0,No Failure
4250,L51429,L,302.5,310.9,1330,56.9,97,1,Heat Dissipation Failure
4251,L51430,L,302.6,311,1660,38,99,0,No Failure
4252,H33665,H,302.5,310.9,1356,55.5,101,1,Heat Dissipation Failure
4253,H33666,H,302.6,311,1438,51,106,0,No Failure
4254,M19113,M,302.6,311,1329,48.6,111,1,Heat Dissipation Failure
4255,L51434,L,302.6,311,1284,68,114,1,Power Failure
4256,M19115,M,302.5,311,1387,52.1,116,0,No Failure
4257,M19116,M,302.6,311,1591,33.9,119,0,No Failure
4258,M19117,M,302.6,311,1589,39,122,0,No Failure
4259,M19118,M,302.7,311.1,1297,60.7,125,1,Heat Dissipation Failure
4260,L51439,L,302.7,311.2,1545,35.1,128,0,No Failure
4261,H33674,H,302.7,311.1,1418,43.4,130,0,No Failure
4262,L51441,L,302.7,311.1,1730,28.1,135,0,No Failure
4263,L51442,L,302.6,311,2001,20.7,137,0,No Failure
4264,L51443,L,302.6,311,1620,36.2,139,0,No Failure
4265,M19124,M,302.6,311,1542,39.7,141,0,No Failure
4266,L51445,L,302.6,311,1424,38,144,0,No Failure
4267,L51446,L,302.7,311.1,1440,39.5,146,0,No Failure
4268,L51447,L,302.6,311,1520,42.8,148,0,No Failure
4269,L51448,L,302.7,311,1694,29.8,150,0,No Failure
4270,L51449,L,302.6,311,1610,39.2,152,0,No Failure
4271,L51450,L,302.6,310.9,1331,52,154,1,Heat Dissipation Failure
4272,L51451,L,302.6,310.8,1470,41.2,156,0,No Failure
4273,L51452,L,302.5,310.8,1577,36.9,158,0,No Failure
4274,L51453,L,302.6,310.8,1486,36.4,160,0,No Failure
4275,L51454,L,302.4,310.6,1445,40.3,162,0,No Failure
4276,M19135,M,302.4,310.5,1500,36.7,164,0,No Failure
4277,M19136,M,302.2,310.4,1456,47.5,167,0,No Failure
4278,L51457,L,302.2,310.4,1743,28.1,170,0,No Failure
4279,L51458,L,302,310.1,1409,50.4,172,0,No Failure
4280,L51459,L,302,310.1,1361,45.4,174,1,Heat Dissipation Failure
4281,L51460,L,302.1,310.1,1753,28.9,176,0,No Failure
4282,L51461,L,302,310,1832,22.9,178,0,No Failure
4283,L51462,L,301.9,309.9,1374,48.5,180,1,Heat Dissipation Failure
4284,M19143,M,301.8,309.9,1334,61,182,1,Heat Dissipation Failure
4285,L51464,L,301.8,310,1493,40.3,185,0,No Failure
4286,L51465,L,301.7,309.9,1317,49,187,1,Heat Dissipation Failure
4287,M19146,M,301.7,309.9,1434,47.9,189,0,No Failure
4288,M19147,M,301.7,309.9,1457,39.2,192,0,No Failure
4289,M19148,M,301.7,310,1391,50.6,195,0,No Failure
4290,M19149,M,301.8,310,1781,23.9,198,0,No Failure
4291,L51470,L,301.8,310,1642,32.6,201,0,No Failure
4292,L51471,L,301.8,310,2032,19,203,0,No Failure
4293,M19152,M,301.8,310.1,2372,13.9,205,1,Power Failure
4294,L51473,L,301.8,310,1393,44.9,208,0,No Failure
4295,M19154,M,301.7,310.1,1743,27.3,210,0,No Failure
4296,L51475,L,301.8,310.2,1457,40.4,213,0,No Failure
4297,L51476,L,301.8,310.2,2825,5.8,215,1,Power Failure
4298,M19157,M,301.8,310.2,1609,34.2,217,0,No Failure
4299,M19158,M,301.8,310.2,1437,42.3,0,0,No Failure
4300,L51479,L,301.7,310.1,1402,50.1,3,0,No Failure
4301,M19160,M,301.7,310.1,1644,34.6,5,0,No Failure
4302,L51481,L,301.7,310.2,1471,51.1,8,0,No Failure
4303,L51482,L,301.7,310.1,2695,12.6,10,0,No Failure
4304,L51483,L,301.7,310.2,1435,48.1,12,0,No Failure
4305,L51484,L,301.6,310.1,1694,26.3,14,0,No Failure
4306,L51485,L,301.6,310.1,1687,26.6,16,0,No Failure
4307,L51486,L,301.6,310,1869,22.9,18,0,No Failure
4308,L51487,L,301.4,309.9,1259,63.9,20,1,Heat Dissipation Failure
4309,H33722,H,301.4,309.9,1460,47.2,22,0,No Failure
4310,M19169,M,301.3,309.9,1501,39.5,27,0,No Failure
4311,L51490,L,301.4,310,1776,25.6,30,0,No Failure
4312,M19171,M,301.5,310.1,1468,40.8,32,0,No Failure
4313,L51492,L,301.5,310.1,1430,46.5,35,0,No Failure
4314,L51493,L,301.4,310.1,1502,46.6,37,0,No Failure
4315,H33728,H,301.4,310.1,1623,32.3,39,0,No Failure
4316,M19175,M,301.4,310,1651,29.8,44,0,No Failure
4317,L51496,L,301.5,310.1,1639,33.4,47,0,No Failure
4318,M19177,M,301.5,310,1417,44.6,49,0,No Failure
4319,L51498,L,301.5,310.1,1541,42.2,52,0,No Failure
4320,M19179,M,301.6,310.2,1411,45.1,54,0,No Failure
4321,L51500,L,301.7,310.3,1397,44.6,57,0,No Failure
4322,L51501,L,301.7,310.2,1686,28.9,59,0,No Failure
4323,M19182,M,301.7,310.1,1431,44,61,0,No Failure
4324,L51503,L,301.8,310.3,1341,50.5,64,1,Heat Dissipation Failure
4325,L51504,L,301.7,310.2,1486,43,66,0,No Failure
4326,L51505,L,301.6,310.2,1384,57.1,68,0,No Failure
4327,L51506,L,301.6,310.1,1362,55.8,70,1,Heat Dissipation Failure
4328,H33741,H,301.7,310.1,1660,29.3,72,0,No Failure
4329,L51508,L,301.6,310.1,1326,48.2,77,1,Heat Dissipation Failure
4330,L51509,L,301.6,310,1566,30.3,79,0,No Failure
4331,L51510,L,301.5,309.8,1549,38.5,81,0,No Failure
4332,M19191,M,301.6,309.9,1746,31.1,83,0,No Failure
4333,M19192,M,301.7,309.9,1452,41.5,86,0,No Failure
4334,L51513,L,301.6,309.8,1588,33.9,89,0,No Failure
4335,L51514,L,301.6,309.8,1472,42.5,91,0,No Failure
4336,L51515,L,301.7,309.9,1607,37.7,93,0,No Failure
4337,H33750,H,301.6,309.9,1423,53.6,95,0,No Failure
4338,L51517,L,301.6,309.9,1440,43.4,100,0,No Failure
4339,L51518,L,301.6,309.9,1397,43.7,102,0,No Failure
4340,L51519,L,301.7,309.9,1524,46.6,104,0,No Failure
4341,M19200,M,301.7,309.9,1533,40.9,106,0,No Failure
4342,L51521,L,301.7,309.8,1398,46,109,0,No Failure
4343,M19202,M,301.7,309.8,1284,68.2,111,1,Power Failure
4344,L51523,L,301.7,309.8,1491,39.3,114,0,No Failure
4345,H33758,H,301.8,309.9,1418,51.3,116,0,No Failure
4346,M19205,M,301.8,309.8,1546,39.8,121,0,No Failure
4347,L51526,L,301.8,309.7,1598,30.4,124,0,No Failure
4348,H33761,H,301.9,309.8,1724,27.5,126,0,No Failure
4349,L51528,L,301.9,309.8,1507,44.7,131,0,No Failure
4350,L51529,L,301.9,309.7,1595,31.4,133,0,No Failure
4351,M19210,M,301.9,309.7,1568,37.5,135,0,No Failure
4352,L51531,L,301.8,309.6,1432,43.7,138,0,No Failure
4353,L51532,L,301.9,309.7,1424,42.8,140,0,No Failure
4354,M19213,M,302,309.7,1386,62.7,142,1,Power Failure
4355,L51534,L,302,309.8,1456,58.1,145,0,No Failure
4356,H33769,H,302,309.8,1280,57.3,147,1,Heat Dissipation Failure
4357,L51536,L,302,309.8,1649,31,152,0,No Failure
4358,L51537,L,302,309.9,1407,52.8,154,0,No Failure
4359,H33772,H,302,309.9,1606,34.5,156,0,No Failure
4360,M19219,M,302.1,310,1531,38,161,0,No Failure
4361,L51540,L,302.1,310.1,1543,35.8,164,0,No Failure
4362,M19221,M,302.1,310.1,1379,48.2,166,1,Heat Dissipation Failure
4363,L51542,L,302.1,310.1,1447,46.6,169,0,No Failure
4364,H33777,H,302.1,310.1,1844,24.6,171,0,No Failure
4365,H33778,H,302.1,310.1,1615,29.9,176,0,No Failure
4366,L51545,L,302,310,1449,48.8,181,0,No Failure
4367,L51546,L,302,309.9,1388,51.4,183,0,No Failure
4368,H33781,H,302,309.9,1447,42.8,185,0,No Failure
4369,L51548,L,302,310,1664,28.6,190,0,No Failure
4370,H33783,H,302,309.9,1735,27.2,192,0,No Failure
4371,L51550,L,302,309.9,1308,57.6,197,1,Heat Dissipation Failure
4372,L51551,L,302,309.8,1480,40,199,0,No Failure
4373,M19232,M,301.9,309.6,1439,41.7,201,0,No Failure
4374,M19233,M,301.9,309.7,1533,35.9,204,0,No Failure
4375,L51554,L,302,309.7,1551,34.8,207,0,No Failure
4376,L51555,L,302,309.7,1414,36.3,209,0,No Failure
4377,M19236,M,301.9,309.6,1551,34.6,211,0,No Failure
4378,M19237,M,301.8,309.6,1436,49,214,0,No Failure
4379,M19238,M,301.9,309.6,1385,45.8,217,0,No Failure
4380,M19239,M,301.8,309.5,1732,30.1,220,0,No Failure
4381,L51560,L,301.9,309.6,1410,49,223,0,No Failure
4382,L51561,L,301.9,309.6,1446,43.2,225,0,No Failure
4383,L51562,L,301.8,309.5,1525,39.6,227,0,No Failure
4384,L51563,L,301.7,309.5,1298,65.5,229,1,Heat Dissipation Failure
4385,L51564,L,301.8,309.6,1443,42.7,231,0,No Failure
4386,L51565,L,301.8,309.7,1442,45.3,233,1,Tool Wear Failure
4387,L51566,L,301.9,309.7,1719,31.9,0,0,No Failure
4388,L51567,L,302,309.8,1532,39.4,2,0,No Failure
4389,L51568,L,302,309.8,1701,27.2,4,0,No Failure
4390,M19249,M,302.1,310,1355,45.1,6,1,Heat Dissipation Failure
4391,M19250,M,302.2,310.1,1421,45.4,9,0,No Failure
4392,M19251,M,302.2,310.1,1368,51.6,12,1,Heat Dissipation Failure
4393,L51572,L,302.2,310.1,1458,45.1,15,0,No Failure
4394,M19253,M,302.2,310.1,1572,34.6,17,0,No Failure
4395,L51574,L,302.2,310,1483,48.7,20,0,No Failure
4396,L51575,L,302.3,310.1,1513,40.4,22,0,No Failure
4397,H33810,H,302.3,310.1,1383,42.9,24,0,No Failure
4398,L51577,L,302.4,310.2,1539,37.7,29,0,No Failure
4399,M19258,M,302.3,310.1,1563,37.8,31,0,No Failure
4400,L51579,L,302.3,310.1,1653,29.7,34,0,No Failure
4401,L51580,L,302.3,310.1,1353,50.9,36,1,Heat Dissipation Failure
4402,H33815,H,302.2,310,1468,43.6,38,0,No Failure
4403,H33816,H,302.3,310.2,1506,33.8,43,0,No Failure
4404,L51583,L,302.3,310.1,1388,49.9,48,0,No Failure
4405,M19264,M,302.4,310.2,1485,45.9,50,0,No Failure
4406,L51585,L,302.4,310.2,1331,45.5,53,1,Heat Dissipation Failure
4407,L51586,L,302.5,310.3,1326,58.5,55,1,Heat Dissipation Failure
4408,L51587,L,302.3,310.2,1394,55.4,57,0,No Failure
4409,L51588,L,302.4,310.1,2009,18.9,59,0,No Failure
4410,M19269,M,302.4,310.1,1358,54.6,61,1,Heat Dissipation Failure
4411,L51590,L,302.5,310.2,1586,32.2,64,0,No Failure
4412,L51591,L,302.5,310.3,1688,31.6,66,0,No Failure
4413,L51592,L,302.6,310.5,1450,43.2,68,0,No Failure
4414,M19273,M,302.7,310.5,1398,47.3,70,0,No Failure
4415,L51594,L,302.7,310.5,1520,39.3,73,0,No Failure
4416,L51595,L,302.6,310.4,1514,42.7,75,0,No Failure
4417,M19276,M,302.6,310.4,1532,36.1,77,0,No Failure
4418,L51597,L,302.6,310.4,1365,66.8,80,1,Power Failure
4419,L51598,L,302.6,310.3,1642,33.2,82,0,No Failure
4420,M19279,M,302.6,310.2,2676,10.8,84,1,Power Failure
4421,H33834,H,302.6,310.2,1873,21.3,87,0,No Failure
4422,L51601,L,302.6,310.2,1325,62.4,92,1,Heat Dissipation Failure
4423,M19282,M,302.6,310.2,2157,17.2,94,0,No Failure
4424,M19283,M,302.6,310.2,1563,39,97,0,No Failure
4425,M19284,M,302.6,310.2,1631,31,100,0,No Failure
4426,L51605,L,302.5,310.2,1547,36.9,103,0,No Failure
4427,L51606,L,302.6,310.3,1479,40.4,105,0,No Failure
4428,M19287,M,302.4,310.1,1379,48.9,107,1,Heat Dissipation Failure
4429,L51608,L,302.4,310.1,1906,21.2,110,0,No Failure
4430,M19289,M,302.3,310.1,1731,33.4,112,0,No Failure
4431,H33844,H,302.3,310.1,1688,30.4,115,0,No Failure
4432,H33845,H,302.3,310.2,1443,54.6,120,0,No Failure
4433,L51612,L,302.4,310.2,1445,46.4,125,0,No Failure
4434,H33847,H,302.4,310.2,1435,44.9,127,0,No Failure
4435,L51614,L,302.4,310.1,1556,32.9,132,0,No Failure
4436,L51615,L,302.3,310.1,1321,52.7,134,1,Heat Dissipation Failure
4437,M19296,M,302.4,310.1,1577,35.8,136,0,No Failure
4438,L51617,L,302.4,310.2,1578,31.2,139,0,No Failure
4439,L51618,L,302.4,310.1,1418,52.3,141,0,No Failure
4440,M19299,M,302.4,310.2,1392,55.8,143,0,No Failure
4441,L51620,L,302.5,310.3,1446,44,146,0,No Failure
4442,L51621,L,302.5,310.2,1329,50.6,148,1,Heat Dissipation Failure
4443,L51622,L,302.5,310.2,1563,34.8,150,0,No Failure
4444,L51623,L,302.5,310.3,1405,57.4,152,0,No Failure
4445,L51624,L,302.4,310.2,2224,16,154,0,No Failure
4446,L51625,L,302.5,310.2,1716,29.9,156,0,No Failure
4447,L51626,L,302.5,310.3,1584,35.5,158,0,No Failure
4448,M19307,M,302.5,310.3,1488,41.8,160,0,No Failure
4449,L51628,L,302.4,310.3,1374,51.2,163,1,Heat Dissipation Failure
4450,M19309,M,302.4,310.3,1378,54.3,165,1,Heat Dissipation Failure
4451,L51630,L,302.5,310.3,1551,37.3,168,0,No Failure
4452,L51631,L,302.5,310.3,1549,40.9,170,0,No Failure
4453,M19312,M,302.5,310.3,1447,39.2,172,0,No Failure
4454,L51633,L,302.4,310.2,1400,53.7,175,0,No Failure
4455,L51634,L,302.4,310.1,1401,48.8,177,0,No Failure
4456,H33869,H,302.4,310.1,1597,28.9,179,0,No Failure
4457,L51636,L,302.3,310.1,1487,46,184,0,No Failure
4458,M19317,M,302.5,310.3,1710,27.3,186,0,No Failure
4459,L51638,L,302.6,310.4,1478,47.7,189,0,No Failure
4460,L51639,L,302.6,310.4,1743,26.3,191,0,No Failure
4461,L51640,L,302.6,310.5,1596,32.8,193,0,No Failure
4462,L51641,L,302.7,310.5,1642,30.8,195,0,No Failure
4463,L51642,L,302.7,310.5,1263,67.8,197,1,Heat Dissipation Failure
4464,L51643,L,302.8,310.6,2016,19.9,199,0,No Failure
4465,L51644,L,302.8,310.6,1671,30.5,201,0,No Failure
4466,L51645,L,302.8,310.6,1404,43.2,203,0,No Failure
4467,L51646,L,302.8,310.6,1470,41.1,205,0,No Failure
4468,L51647,L,302.8,310.6,1617,37.9,207,0,No Failure
4469,L51648,L,302.7,310.5,1725,29,209,0,No Failure
4470,L51649,L,302.7,310.5,1446,40.9,211,1,Tool Wear Failure
4471,L51650,L,302.7,310.6,1564,34.3,0,0,No Failure
4472,L51651,L,302.8,310.6,1670,29.1,2,0,No Failure
4473,L51652,L,302.7,310.6,1501,48.7,4,0,No Failure
4474,L51653,L,302.7,310.5,1551,35.9,6,0,No Failure
4475,L51654,L,302.7,310.5,1563,35,8,0,No Failure
4476,L51655,L,302.7,310.5,1351,41.8,10,1,Heat Dissipation Failure
4477,L51656,L,302.6,310.4,1415,52.1,12,0,No Failure
4478,L51657,L,302.6,310.3,1647,34.2,14,0,No Failure
4479,L51658,L,302.5,310.2,1477,41.6,16,0,No Failure
4480,L51659,L,302.6,310.2,1923,21.5,18,0,No Failure
4481,H33894,H,302.7,310.4,1305,55.2,20,1,Heat Dissipation Failure
4482,M19341,M,302.6,310.4,1544,35.1,25,0,No Failure
4483,H33896,H,302.7,310.5,1568,36.9,28,0,No Failure
4484,L51663,L,302.7,310.4,1489,42.7,33,0,No Failure
4485,M19344,M,302.6,310.4,1451,43.1,35,0,No Failure
4486,L51665,L,302.7,310.4,1542,35.7,38,0,No Failure
4487,M19346,M,302.6,310.5,1965,20.2,40,0,No Failure
4488,L51667,L,302.5,310.5,1436,36.5,43,0,No Failure
4489,M19348,M,302.5,310.4,1509,37.6,45,0,No Failure
4490,L51669,L,302.5,310.4,1487,40.2,48,0,No Failure
4491,L51670,L,302.5,310.4,1967,20.3,50,0,No Failure
4492,H33905,H,302.6,310.4,1409,53.3,52,0,No Failure
4493,M19352,M,302.6,310.5,1420,56.4,57,0,No Failure
4494,L51673,L,302.7,310.5,1511,37.7,60,0,No Failure
4495,H33908,H,302.6,310.4,1649,30.1,62,0,No Failure
4496,L51675,L,302.6,310.4,1359,57.2,67,1,Heat Dissipation Failure
4497,M19356,M,302.5,310.4,1605,36,69,0,No Failure
4498,L51677,L,302.5,310.3,1523,36,72,0,No Failure
4499,H33912,H,302.6,310.4,1614,36,74,0,No Failure
4500,H33913,H,302.6,310.3,1721,27.4,79,0,No Failure
4501,L51680,L,302.6,310.4,1638,36.2,84,0,No Failure
4502,L51681,L,302.5,310.2,1307,54,86,1,Heat Dissipation Failure
4503,L51682,L,302.4,310.2,1642,28.3,88,0,No Failure
4504,M19363,M,302.5,310.2,1751,30.5,90,0,No Failure
4505,L51684,L,302.4,310.1,1645,31.6,93,0,No Failure
4506,L51685,L,302.4,310.1,1426,46.8,95,0,No Failure
4507,M19366,M,302.4,310.1,1520,36.6,97,0,No Failure
4508,L51687,L,302.4,310.1,1709,31.8,100,0,No Failure
4509,L51688,L,302.4,310,1426,46.6,102,0,No Failure
4510,L51689,L,302.4,310.1,1429,43.7,104,0,No Failure
4511,L51690,L,302.4,310.2,1346,62.4,106,1,Heat Dissipation Failure
4512,L51691,L,302.5,310.2,1454,43,108,0,No Failure
4513,M19372,M,302.5,310.3,1411,49.5,110,0,No Failure
4514,L51693,L,302.4,310.3,1900,24.4,113,0,No Failure
4515,L51694,L,302.4,310.3,1479,36.2,115,0,No Failure
4516,L51695,L,302.5,310.4,1415,48.2,117,0,No Failure
4517,L51696,L,302.5,310.3,1539,39,119,0,No Failure
4518,L51697,L,302.4,310.3,1520,31.6,121,0,No Failure
4519,L51698,L,302.4,310.3,1480,45.8,123,0,No Failure
4520,L51699,L,302.4,310.4,1666,29.7,125,0,No Failure
4521,L51700,L,302.4,310.4,1456,47.6,127,0,No Failure
4522,L51701,L,302.4,310.4,1865,23.9,129,0,No Failure
4523,M19382,M,302.5,310.5,1918,21.6,131,0,No Failure
4524,L51703,L,302.5,310.4,1488,48.4,134,0,No Failure
4525,M19384,M,302.5,310.5,1527,38.8,136,0,No Failure
4526,M19385,M,302.4,310.4,1463,42.2,139,0,No Failure
4527,L51706,L,302.4,310.4,1521,38.5,142,0,No Failure
4528,M19387,M,302.4,310.5,1372,45.7,144,1,Heat Dissipation Failure
4529,L51708,L,302.5,310.5,1507,39.5,147,0,No Failure
4530,M19389,M,302.4,310.4,1586,34.3,149,0,No Failure
4531,L51710,L,302.5,310.4,1487,42,152,0,No Failure
4532,L51711,L,302.5,310.5,1520,41.2,154,0,No Failure
4533,H33946,H,302.5,310.4,1422,41.9,156,0,No Failure
4534,M19393,M,302.4,310.3,1375,52.5,161,1,Heat Dissipation Failure
4535,L51714,L,302.4,310.2,1633,28,164,0,No Failure
4536,L51715,L,302.4,310.2,1503,36.2,166,0,No Failure
4537,L51716,L,302.4,310.2,1351,45.1,168,1,Heat Dissipation Failure
4538,L51717,L,302.3,310.2,1548,35.3,170,0,No Failure
4539,L51718,L,302.4,310.3,1923,23.3,172,0,No Failure
4540,L51719,L,302.5,310.3,1592,32.6,174,0,No Failure
4541,M19400,M,302.5,310.4,1580,35.6,176,0,No Failure
4542,L51721,L,302.5,310.4,1427,46.8,179,0,No Failure
4543,M19402,M,302.5,310.4,1581,32.7,181,0,No Failure
4544,M19403,M,302.6,310.5,1542,39.9,184,0,No Failure
4545,L51724,L,302.5,310.4,1349,55.1,187,1,Heat Dissipation Failure
4546,L51725,L,302.5,310.5,1463,43,189,0,No Failure
4547,M19406,M,302.5,310.4,1429,43.2,191,0,No Failure
4548,M19407,M,302.5,310.4,1451,53.6,194,0,No Failure
4549,L51728,L,302.6,310.5,1511,37.2,197,0,No Failure
4550,L51729,L,302.6,310.6,1549,37.5,199,0,No Failure
4551,M19410,M,302.5,310.5,1507,40.2,201,0,No Failure
4552,M19411,M,302.6,310.5,1524,33.7,204,0,No Failure
4553,M19412,M,302.7,310.5,1880,22.7,207,0,No Failure
4554,L51733,L,302.6,310.5,1461,45.4,0,0,No Failure
4555,L51734,L,302.6,310.5,1748,28.2,2,0,No Failure
4556,L51735,L,302.7,310.6,1690,26.7,4,0,No Failure
4557,M19416,M,302.7,310.6,1349,51.2,6,1,Heat Dissipation Failure
4558,L51737,L,302.7,310.6,1686,26.3,9,0,No Failure
4559,L51738,L,302.7,310.7,1369,47.5,11,1,Heat Dissipation Failure
4560,L51739,L,302.7,310.7,1433,43.7,13,0,No Failure
4561,L51740,L,302.7,310.7,1597,41.9,15,0,No Failure
4562,L51741,L,302.9,310.8,1610,32.2,17,0,No Failure
4563,L51742,L,302.7,310.7,1398,57.7,19,0,No Failure
4564,L51743,L,302.7,310.7,1977,20,21,0,No Failure
4565,L51744,L,302.8,310.8,1516,39.5,23,0,No Failure
4566,H33979,H,302.7,310.8,1275,55,25,1,Heat Dissipation Failure
4567,L51746,L,302.8,310.8,1402,50.5,30,0,No Failure
4568,M19427,M,302.8,310.8,1451,44.7,32,0,No Failure
4569,M19428,M,302.7,310.8,1555,36.1,35,0,No Failure
4570,L51749,L,302.8,310.9,1636,35,38,0,No Failure
4571,L51750,L,302.8,310.9,1312,52.2,40,1,Heat Dissipation Failure
4572,L51751,L,302.8,310.9,1708,29.8,42,0,No Failure
4573,M19432,M,302.9,311,1556,36.5,44,0,No Failure
4574,H33987,H,302.8,311,1436,43.5,47,0,No Failure
4575,M19434,M,302.9,311,1402,40.7,52,0,No Failure
4576,M19435,M,302.9,311,1437,49.9,55,0,No Failure
4577,M19436,M,302.9,311.1,1926,21.8,58,0,No Failure
4578,L51757,L,303,311.2,1800,23.7,61,0,No Failure
4579,L51758,L,303,311.2,1641,32.6,63,0,No Failure
4580,L51759,L,303,311.2,1374,48.2,65,1,Heat Dissipation Failure
4581,L51760,L,303,311.2,1494,37,67,0,No Failure
4582,L51761,L,303,311.2,1601,32.9,69,0,No Failure
4583,L51762,L,302.9,311.2,1634,36.9,71,0,No Failure
4584,M19443,M,302.9,311.2,1467,37.7,73,0,No Failure
4585,L51764,L,302.8,311.1,1550,32.3,76,0,No Failure
4586,L51765,L,302.8,311.1,1563,32.2,78,0,No Failure
4587,L51766,L,302.7,310.9,1395,48.3,80,0,No Failure
4588,M19447,M,302.8,311,1507,33.4,82,0,No Failure
4589,L51768,L,302.8,311,1564,38.5,85,0,No Failure
4590,L51769,L,302.8,311.1,1721,30,87,0,No Failure
4591,L51770,L,302.8,311.1,1456,36.1,89,0,No Failure
4592,H34005,H,302.9,311.2,2102,17.8,91,0,No Failure
4593,L51772,L,302.9,311.1,1555,33.9,96,0,No Failure
4594,L51773,L,303,311.2,1409,41.9,98,0,No Failure
4595,M19454,M,303,311.2,1387,41.4,100,0,No Failure
4596,M19455,M,303,311.2,1460,43.9,103,0,No Failure
4597,L51776,L,303,311.2,1361,47.6,106,1,Heat Dissipation Failure
4598,M19457,M,303,311.1,1490,43,108,0,No Failure
4599,L51778,L,303.1,311.2,1399,49.2,111,0,No Failure
4600,L51779,L,303.1,311.1,1420,55.8,113,0,No Failure
4601,L51780,L,303,311,1359,44.2,115,1,Heat Dissipation Failure
4602,M19461,M,303,311.1,1372,54.3,117,1,Heat Dissipation Failure
4603,M19462,M,303,311,1409,41.7,120,0,No Failure
4604,H34017,H,302.9,311,1452,58.3,123,0,No Failure
4605,L51784,L,302.9,311,1820,24.6,128,0,No Failure
4606,H34019,H,302.9,311,1469,48.7,130,0,No Failure
4607,L51786,L,302.9,311.1,1556,45.3,135,0,No Failure
4608,L51787,L,303,311.1,1980,20.2,137,0,No Failure
4609,M19468,M,303,311.2,1519,38,139,0,No Failure
4610,L51789,L,303,311.2,1456,44,142,0,No Failure
4611,L51790,L,303.1,311.2,1394,45.3,144,0,No Failure
4612,L51791,L,303,311.3,1365,56.2,146,1,Heat Dissipation Failure
4613,L51792,L,303,311.3,2194,16.5,148,0,No Failure
4614,L51793,L,303.1,311.3,1403,55.6,150,0,No Failure
4615,H34028,H,303,311.2,1503,37,152,0,No Failure
